01-DD-000165,CHRISTIAN HOOD LEARNING CENTER,BUC,"Tirona Rd., San Agustin II,","Dasmarinas, Cavite", , ,CAPS
01-DD-000911,"STA. LUCIA SCHOOL OF LIGHT, INC.",BUC,"B15 L-15 Malvar St., Ciudad Adelina,","Brgy. Conchu, Trece Martirez City,Cavite", , ,
01-DD-000463,LITTLE MINES DEVELOPMENT CENTER,BUC,"Belveder Subd.,","Paradahan I, Tanza, Cavite", , ,
01-DD-000928,STATEVILLE ACADEMY,BUC,"Greenmark Homes, Malagasang II,","Imus, Cavite", , ,CAPS
01-DD-000918,ROYAL PALM ACADEMY OF CAVITE,BUC,BGY CALUMPANG LEJOS,"Indang, Cavite", , ,CAPS
01-DD-000893,INSTITUTO MARIA IMMACOLATA,BUC,"214 Banay-banay,","Amadeo, Cavite", , ,
01-DF-000608,CAMELEAN ACADEMY,BUC,157 Do�a Camela Acero Bldg.,"Brgy. Buhay Siniloan, Laguna",,,
01-DF-000190,HOLY FAMILY OF NAZARETH SCH.-BINAN,BUC,"St. Rose Village II, Brgy. Casile","Binan, Laguna", , ,
01-DF-000268,LICEO DE CAVINTE,BUC,"Poblacion,","Cavinte, Laguna", ,San Pablo,LICEO
01-DD-000667,SEED OF WISDOM LEARNING CENTER,BUC,"Blk 6 Lot 1, Camella Homes","Mabolo III, Bacoor, Cavite", , ,
01-DD-000887,KERUSSO CHRISTIAN ACADEMY,BUC,"COG Bldg., Emilio Aguinaldo Highway,","Marilag Subd., Dasmarinas, Cavite", , ,
01-DD-000191,CORINTHIAN SCHOOL OF CAVITE,BUC,"Gov. Ferrer Ave., cor D. Mojica St.,","Gen. Trias, Cavite", , ,CAPS
01-DD-000831,TORCH OF WISDOM MONT.-DASMA.,BUC,"Area C-5 lot 4, Brgy. San Simon,","Bagong Bayan Dasmarinas, Cavite",,,
01-DF-000272,LICEO DE LUISIANA (HS),BUC,"Bonifacio st.,","Luisiana, Laguna", ,San Pablo,LICEO
01-DF-000398,PRINCE & PRINCESS PRE-SCHOOL,BUC,"B-19 L-4, South City Homes,","Sto. Tomas, Binan, Laguna", , ,LAPRISADA
01-DD-000241,EMMAUS LEARNING CENTER-BACOOR,BUC,63 Duhat Rd. Justinville Subd.,"Molino,Bacoor, Cavite", , ,
01-DD-000867,WIZBEE INTERNATIONAL SCHOOL,BUC,Km-30 Aguinaldo Highway,"Brgy. Zone I-A,Dasmarinas, Cavite",,,
01-NH-000063,MUNTINLUPA SCH. FOR CHILD DEV'T,BUC,"6 Hyatt St., Pleasantville,","Bayanan, Muntinlupa City", , ,MUNTINLUPA PRIV SCHOOL
01-DF-000049,CABUYAO NURSERY SCHOOL & CHILD CTR.,BUC,BGY BIGAA,"Cabuyao, Laguna", , ,LAPRISADA
01-NH-000054,MBC SINAI SCHOOL,BUC,"#35 Summit Circle,","Bayanan, Alabang, Muntinlupa City", , ,CAPS
01-DD-000496,"MADRE GUIDITTA MARTELLI SCHOOL, INC.",BUC,Km. 15 Lalaan II,"Silang, Cavite", , ,CAPS
01-DF-000581,CHANTAL ACADEMY OF SAN PEDRO,BUC,"Villa Castillo, Pacita II,","San Pedro, Laguna", , ,LAPRISADA
01-DD-000158,CHRIST LIFE LEARNING CENTER-MOLINO,BUC,"B-5 L-31,Purple St.,Camella North","Springville I,Molino,Bacoor,Cavite",,,
01-DF-000557,WORDS OF HOPE WORKSHOP & TUTORIAL CENTER,BUC,"B-14 L-11 Golden City Subd.,","Canlalay, Binan, Laguna", , ,LAPRISADA
01-DD-000573,"OUR LADY OF LORE SCHOOL, INC.",BUC,"B-10 L-19, Ph.-7, ACM Subd.,","Alapan I-A, Imus, Cavite", ,,
01-DD-000950,SEOGWANG CHRISTIAN SCHOOL,BUC,"Lorenzo Sico St.,","Burol Main, Dasmarinas, Cavite",,,
01-DF-000423,SAN ANTONIO ABAD SCHOOL,BUC,"#9 Paterno St.,","Paete, Laguna", , ,LAPRISADA
01-DF-000461,ST. BENEDICK SCHOOL OF CABUYAO,BUC,"P. Burgos,","Cabuyao, Laguna", , , 
01-DF-000322,MARIAN SCHOOL OF CABUYAO,BUC,Brgy. Marinig,"Cabuyao, Laguna", , ,LAPRISADA
01-DF-000576,CROWNWELL INTERNATIONAL SCHOOL,BUC,,, , ,
01-DD-000880,GOD'S GIFT SPED LEARNING CENTER,BUC,"B-13 L-13 Kingfisher St.,Capitol Hills.,","Brgy. Lapidario, Trece Martirez City", , ,CAPS
01-DF-000556,WORD INCARNATE SCHOOL,BUC,"St. Francis 10 Subd.,","San Antonio, Binan, Laguna", , ,LAPRISADA
01-DF-000571,GS LEARNING CENTER,BUC,,, , ,LAPRISADA
01-DD-000946,"PRIME TIME LEARNING CIRCLE, INC.",BUC,"B-34 L-7G Parklane, FElizAna Estate Subd","Pasong Buaya, Imus, Cavite",,,
01-DF-000302,LIVING WATER CHILDREN INSTITUTE,BUC,"Villanueva Subd.,","Brgy. Lingga, Calamba City,Laguna", , ,
01-DD-000550,NAZARENE CHRISTIAN SCHOOL-INDANG,BUC,"Cocoville Subd., Calumpang Cerca,","Indang, Cavite",,,
01-DF-000245,KINDERTECH OF UNO CEVITA,BUC,"Kindertech Bldg., Nat'l Hiway,","Sta. Rosa, Laguna", , ,LAPRISADA
01-DF-000613,CAMBRIDGE SCHOOL INC.,BUC,"Milflores St., Springhomes Subd.,","Calamba City, Laguna",,,
01-DD-000071,BETHANY BIBLE BAPTIST ACADEMY - IMUS,BUC,"4133 Servida Bldg.,","Anabu I-F, Imus, Cavite", , ,
01-DF-000561,MATER ECCLESIAE SCHOOL-VICTORIA,BUC,,,DVMI, ,
01-DF-000179,HEADSTARTER WORKSHOP-BINAN,BUC,"(Frmly:Headstart L.C.) Celica St.,","Mercedes Home,Sto.Thomas, Binan, Laguna", , ,LAPRISADA
01-DF-000564,OUR LADY OF LOS ANGELES SCHOOL,BUC,"Barangay 4,","Sta. Maria, Laguna", , ,LAPRISADA
01-DD-000925,BLESSED GREEN FIELD ACADEMY,BUC,,, , ,CAPS
01-DD-000947,SAN ISIDRO MONTESSORI SCHOOL,BUC,,,,,CAPS
01-DF-000280,LICEO DE SAN ANTONIO (HS),BUC,"O.M. Dela Fuente, San Antonio,Kalayaan","San Antonio, Laguna", ,San Pablo,LICEO
01-DD-000460,LITTLE KIDDIE OF ISAAC CHILD DEV'T CTR,BUC,"LITTLE KIDS OF ISAAC- P. Reyes St.,","Malagasang I, Imus, Cavite", , ,CAPS
01-DD-000692,SPRING OF WISDOM EDUCATION CENTER,BUC,"B-18 L-17 ACM Homes,","Sanja Mayor, Tanza, Cavite", , ,
01-DF-000356,MT. RUSH MORE CHILD CENTER,BUC,"3rd St., Hiway Homes,","Platero, Binan, Laguna", , ,LAPRISADA
01-DD-000953,GATE WAY INTEGRATED SCH. OF SCI. TECH.,BUC,"Tinungan, Mangahan,","General Trias, Cavite",,,
01-DF-000589,A-Z TUTORIAL CENTER,BUC,,, , ,
01-DF-000594,SAN NICOLA DE BARI MONTESSORI,BUC,"Washington Ave., Town&Country","Southville, Binan, Laguna", , ,LAPRISADA
01-DF-000560,YOUR DEVELOPING CHILD ACTIVITY CENTER,BUC,CYPRES ST LAGUNA BELAIR,"Bel-Air, Sta. Rosa, Laguna", , ,LAPRISADA
01-NH-000009,CATHERINE MC-AULEY LEARNING CTR.,BUC,"South Greenheights Subd.,","Pututan, Muntinlupa City",RSM, ,
01-DF-000588,OUR LADY OF MIRACULOUS MEDAL LRNG. CTR.,BUC,,, , ,CAPS
01-DF-000596,TERESA LEARNING CENTER,BUC,"B-8 Lot 15 Sun St.,","Binan, Laguna",,,
01-DF-000605,MABUHAY PHASE LEARNING INSTITUTE,BUC,,,,,
01-DD-000062,BEA THERESE SCHOOL,BUC,"B-13 L-38, Belveder Subd.,","Tanza, Cavite", , ,
01-DD-000169,CHRISTIAN LRNG. CTR.-TRECE MARTIREZ,BUC,"Bgy. Hugo,","Perez II, Trece Martirez City, Cavite", , ,
01-DD-000186,COL. DE SAN JOSE,BUC,"Magallanes Street.,","Carmona, Cavite", , ,
01-DD-000230,DOROTHY JAMES LEARNING CENTER,BUC,,"Biga I, Silang Cavite", , ,
01-DD-000394,JOHN MERCED ACADEMY,BUC,"B-22, Regina Vill.2000,Brgy.Inocencio,","Trece Martirez City, Cavite", , ,
01-DD-000474,LOIS FAITH CHRISTIAN ACADEMY,BUC,,"Mangahan, Gen. Trias, Cavite", , ,
01-DD-000526,MICHAEL ANDREW LEARNING CENTER,BUC,"B-1 L-1, Imperial Homes,","Brgy. Tartaria, Silang, Cavite", , ,
01-DD-000789,STACEY LEARNING CENTER,BUC,"Fiesta Homes,","San Jose, Dasmarinas, Cavite", , ,
01-DD-000859,WEST PLAIN ACADEMY,BUC,"West Plain Subd., San Agustin","Trece Martirez City, Cavite", , ,
01-DF-000096,CHRYS VILLE LEARNING CENTER,BUC,"Chrysanthemum Village,","San Pedro, Laguna", , ,
01-DF-000332,MARY'S CHILD SCHOOL OF CABUYAO,BUC,"Katapatan Village,","Banay, Cabuyao, Laguna", , ,
01-DF-000340,MIRRIAMVILLE SCHOOL,BUC,"B-25 L-10 Phase III, Golden City","Sta. Rosa, Laguna", , ,
01-DF-000351,MOTHER AND TEACHER LEARNING SCHOOL,BUC,"B-3 L-17-19 J.M.L. III Subd., Tulay","Bato,San Antonio, Binan, Laguna", , ,
01-DF-000401,QUEEN ANNE LEARNING SCHOOL,BUC,"Yakal St., Mariquita Pueblo II","Dita, Sta. Rosa, Laguna", , ,
01-DF-000415,RIDPAHT ACADEMY OF MABUHAY CITY,BUC,"Blk 161, Ph. II, Mabuhay City,","Cabuyao, Laguna", , ,
01-DF-000531,TIMOTHY JOHN LEARNING SCHOOL,BUC,"Lawaan St., MCDC Kapayapaan Village,","Canlubang, Calamba Laguna", , ,
01-NH-000060,MULTIPLE INTELLIGENCE MONT.SCH.(M.I.),BUC,"B-25 L-28, Soldier Hills Village,","Putatan, Muntinlupa City", , ,
01-OC-000033/01-OC-000034,ST. LOUIS UNIV. BOY'S HIGH SCHOOL/LAB SCHOOL,DEL,"Bonifacio-General Luna Rd.,",Baguio City,CICM,,
01-NG-000049,MARIST SCHOOL (E/HS),DEL,"50 Champagnat Avenue, Marikina Heights",Marikina City, , , 
01-EE-000013/01-EE-000020,UNIV. OF ST. ANTHONY,DEL,"Dr.ortega St.,San Miguel,",Iriga City, ,,
01-OC-000054/01-OC-000032,ST. LOUIS GIRL'S HIGH SCHOOL-NAGUILIAN (E/HS),DEL,"(Frmly:ST. LOUIS GIRL'S HIGH SCHOOL) Campo Filipino,","Campo Fil.,Naguilian Rd., Baguio City",ICM,,
01-NF-000080/01-NF-000081,ESPIRITU SANTO PAROCHIAL SCHOOL-E/HS,DEL,1912 Rizal Avenue,"Sta. Cruz, Manila",OP DOMINICAN,,
01-NF-000106,HOLY CHILD CATHOLIC SCHOOL,DEL,"Plaza A. Hernandez St.,","Tondo, Manila", ,Manila,MAPSA
01-EF-000024/01-EF-000025,ST. AGNES ACADEMY (E/HS),DEL,"4500 Rizal St.,","Legazpi City, Albay",,Legazpi,
01-NF-000068,DOMINICAN SCHOOL OF MANILA,DEL,"#1044 A.H. Lacson St.,","Sampaloc, Manila",OP DOMINICAN,,
01-NG-000043/01-NG-000044,MARIKINA CATHOLIC SCHOOL (E/HS),DEL,"J.P. Rizal St., San Roque,","Sta. Elena, Marikina City", ,ANTIPOLO,MAPSA
01-ND-000020/01-ND-000021,DE LA SALLE ARANETA UNIVERSITY (E/HS),DEL,(Formerly G. Araneta Univ.Fdt),"Victoneta Ave.,Potrero,Malabon, Metro Manila", ,,
01-OC-000064/01-OC-000075/01-OC-000076,UNIV. OF BAGUIO (E/HS),DEL,General Luna St.,"Gen. Luna, Baguio City", , ,
01-EH-000039,UNIVERSIDAD DE STA. ISABEL (E/HS),DEL,"Elias Angeles St.,",Naga City,DC,,Caceres
01-NF-000288,ST. ANTHONY SCHOOL-SINGALONG,DEL,"2126 Singalong corner San Andres Sts.,","Singalong, Manila", ,Manila,MAPSA
01-EH-000037/01-EH-000038,UNIV. OF NUEVA CACERES (E/HS),DEL,"Jaime Hernandez St.,P.Burgos St.,",Naga City,,,
01-EH-000004,ATENEO DE NAGA UNIVERSITY,DEL,"John Phelan Drive, Km. 7, Pacol", Naga City,SJ,CEACAL,BACS
01-EH-000029,NAGA PAROCHIAL SCHOOL,DEL,"cor Ateneo Ave., Bagumbayan Sur,",Naga City, ,CEACAL,Caceres
01-DN-000295,ROOSEVELT COLLEGE (E/H)-RODRIGUEZ,DEL,"J.P.Rizal St.,Balite","Rodriguez (Montalban), Rizal", , ,
01-OC-000004/01-OC-000005,UNIV. OF THE CORDILLERA'S (E/HS),DEL,"(Frmly:Baguio College Foundation) Hamada Road,","Hamada Rd., Baguio City", , ,
01-NO-000006/01-NO-000007,DOMINICAN SCHOOL OF SAN JUAN-E/H,DEL,"179 F. Blumetritt St.,Tibagan","San Juan, Metro Manila",OP DOMINICAN,,
01-NQ-000099,"ST. CATHERINE SCHOOL, INC.",DEL,"202 Mapulang-Lupa,",Valenzuela City, ,,
01-OC-000006/01-OC-000007,BAGUIO PATRIOTIC SCHOOL (E/HS),DEL,21 Harrison Road,Baguio City, , ,
01-NN-000314,IMM. HEART OF MARY COLLEGE,DEL,"#54 Aurora Blvd.,",Quezon City,DC, ,
01-NF-000122/01-NF-000123,IMM. CONCEPCION ACAD.-MANILA (E/HS),DEL,"2212 Santisimo del Rosario St.,","Gagalangin, Tondo, Manila",MIC,,
01-EF-000007/01-EF-000008,DIVINE WORD COLL. OF LEGAZPI-E/H,DEL,"Washington Drive,","Legazpi City,Albay",SVD,Legazpi,BACS
01-EB-000022,MABINI COLLEGE,DEL,"Gov. Panedes Ave.,","Daet, Camarines Norte", ,,BPSA
01-EB-000030,ST. FRANCIS PAROCHIAL SCHOOL,DEL,"Contreras St.,Talisay","Talisay, Camarines Norte", , ,
01-OC-000020,EASTER COLLEGE INC.,DEL,"Easter Road,","Guisad, Baguio City", , ,
01-NF-000298/01-NF-000299,ST. JOSEPH SCH.-PANDACAN-E/HS,DEL,"Jesus St.,","Pandacan, Manila",,Manila,MAPSA
01-NA-000228/01-ND-000086,SALVADOR ARANETA MEMORIAL INST,DEL,"#12 Reparo St.,","Potrero, Malabon, Metro Manila",,,
01-OC-000014,BERKELEY SCHOOL,DEL,"#30 C.M. Recto St.,","Navy Base Rd., Baguio City", , ,
01-EC-000003,BICOL CENTRAL ACADEMY,DEL,Libod 1,"Libmanan, Camarines Sur",CANAPS, ,
01-EH-000024,NAGA CITY MONTESSORI SCHOOL,DEL,"Mayon Ave. cor Bonifacio drive,","Naga City,Camarines Sur", , ,
01-NF-000233/01-NF-000234,PCU-UNION HIGH SCHOOL (E/HS),DEL,"751 Malvar St.,","Malvar St., Malate,  Manila", , ,
01-OC-000039,OUR LADY OF MT. CARMEL MONTESSORI,DEL,"#16 Camdas Subd.,",Baguio City,,,
01-EA-000067,ST. PETER'S ACADEMY,DEL,"Centro Occidental,","Polangui, Albay",MF,CEAL,
01-DN-000294,ROOSEVELT COLLEGE (E/H)-CAINTA,DEL,"Sumulong Highway,","Cainta, Rizal", , ,
01-EC-000045,OUR LADY OF LA PORTERIA LEARNING CENTER,DEL,"(Frmly: Casa Isabelina L.C.)San antonio St.,","San Antonio St.,Calabanga 4405 , Camarines Sur", ,CEACAL,BACS
01-EC-000018,DOMINICAN SCHOOL OF CALABANGA,DEL,"(Formerly San Lorenzo Ruiz Cath. Sch.)Centro,","Calabanga, Camarines Sur",OP - Blessed Imelda,,Caceres
01-NF-000267,SACRED HEART OF JESUS CATHOLIC SCHOOL,DEL,(Frmly: Sta. Mesa Parochial School)4324 Old Sta. Mesa,"4324 Old Sta. Mesa, Manila", ,Manila,MAPSA
01-EC-000005,BLESSED NAME OF MARY LEARNING SCHOOL,DEL,"San Isidro,","Pili, Camarines Sur", , ,
01-EH-000003,ATENEO DE NAGA CHILD LEARNING CENTER,DEL,"John Phelan Drive, Km. 7, Pacol",Naga City, ,, 
01-EC-000077,ST. LOUISE DE MARILLAC - PILI,DEL,(formerly St. Catherine Laboure Sch.)Brgy.San Agustin ,"San Agustin, Pili, Camarines Sur",DC, ,BACS
01-NN-000603,ROOSEVELT COLLEGE (E/H)-10TH AVE.,DEL,"10th Avenue, P. Tuazon","Cubao, Quezon City", , ,
01-EA-000062,ST. LOUISE DE MARILLAC-TABACO,DEL,"(Formerly Catholic Central School)Ziga Ave.,","Ziga Ave., Tabaco, Albay",DC,CEAL,BACS
01-NG-000075/01-NG-000076,ROOSEVELT COLLEGE (E/HS)-MARIKINA,DEL,"J.P.Rizal St.,Lamuan","Lamuan, Marikina City", , ,
01-EC-000020,EVANGELICAL CHRISTIAN SCHOOL,DEL,"Canuto St.,San Juan,","Pili, Camarines Sur", , ,
01-OC-000052/01-OC-000053,ST. LOUIS - PACDAL (E/HS),DEL,Pacdal Road,"Pacdal, Baguio City",,BAGUIO,
01-NJ-000011/01-NJ-000012/01-NJ-000013,ESCUELA DE SAN LORENZO RUIZ(E/HS),DEL,"10 Sanchez Ave., Greenheights Village,","Sucat, Paranaque City",PISAP, ,
01-EH-000027,NAGA COLLEGE FOUNDATION,DEL,"M.T.Villanueva and Penafrancia Avenues,","Liboton St., Naga City", , ,
01-NO-000001,AQUINAS SCHOOL,DEL,"183 F.Blumentritt St.,kabayanan",San Juan City,OP DOMINICAN,,
01-EB-000008/01-EB-000009,CHUNG HUA HIGH SCHOOL (E/HS),DEL,"Zabala St.,","Daet, Camarines Norte", ,,
01-NL-000046,HOLY FAMILY PAROCHIAL SCHOOL,DEL,"East Capitol Drive,","Barrio Capitolyo, Pasig City",,PASIG,MAPSA
01-EH-000028,NAGA HOPE CHRISTIAN SCHOOL,DEL,"Panganiban Drive,Concepcion",Naga City, ,,
01-OC-000056,MARY IMMACULATE SCHOOL (E/H),DEL,"101 Upper General Luna Rd.,",Baguio City, ,,
01-EC-000069,ST. BRIGET'S SCHOOL,DEL,"Iriga Buhi Road,","Buhi, Camarines Sur",RGS, ,
01-EC-000016,COL. DEL SANTISIMO ROSARIO,DEL,Centro Libmanan ,"Libmanan, Camarines sur",OP-SIENA,,Libmanan
01-EA-000016,DOMINICAN SCHOOL-ALBAY,DEL,(Frmly: St. John's Academy),"Brgy. 2, Camalig, Albay",OP DOMINICAN,,
01-EC-000083,STA. CLARA COLLEGE,DEL,"(Frmly: STA. CLARA COLLEGE) Centro Tigaon,","Tigaon, Camarines sur",OP-SIENA,,BACS
01-OC-000019/01-OC-000074,DON BOSCO SCHOOL OF BAGUIO,DEL,Trancoville,Baguio City, ,BAGUIO,
01-EH-000001,ARBOVITAE PLAINS MONTESSORI,DEL,"Old GSIS Bldg., cor. Arana St. &","Barlin St., Naga City", , ,
01-EE-000001,HOLY CHILD EDUCATIONAL CENTER,DEL,"Highway 1, San Jose",Iriga City, , ,
01-EH-000040,UNIVERSIDAD DE STA. ISABEL (E/HS) - NIGHT CLASS,DEL,"Elias Angeles St.,",Naga City,,,
01-NF-000303/01-NF-000304,ST. JUDE COLLEGE-DIMASALANG (E/HS),DEL,"Don Quijote cor Dimasalang Sts.,","Sampaloc, Manila", , ,
01-NL-000116,STA. ROSA PAROCHIAL SCHOOL,DEL,"San Buenaventura St.,","Bagong Ilog, Pasig City",,PASIG,MAPSA
01-EA-000063,ST. MARY'S ACADEMY-LIGAO,DEL,"(Formerly St. Stephen's Academy)Binatagan,","Binatagan, Ligao, Albay",RVM,CEAL,BACS
01-EC-000025,HOLY CROSS PAROCHIAL SCHOOL,DEL,(Formerly Cedes Sapientiae Center),"Zone 1,San Miguel Nabua, Camarines Sur",,,
01-EH-000022,NAGA CENTRAL SCHOOL I,DEL,,Naga City,, ,
01-EA-000058,ST. BENEDICT ACADEMY,DEL,Poblacion,"Guinobatan, Albay",,,BACS
01-OC-000051,ST. LOUIS - AURORA HILL,DEL,"Ledesma St., Aurora Hill",Baguio City, ,BAGUIO,
01-OC-000060,ST. VINCENT PRE-SCHOOL,DEL,"Campo Filipino,","Naguilian Rd., Baguio City", , ,
01-EH-000045,BICOL STATE COLL OF APPLIED SCI. & TECH.,DEL,"Penafrancia Ave.,","Pe�afrancia Ave., Naga City",,,
01-OC-000038,NORTHRIDGE ACADEMY,DEL,"001 Carmella St.,","Upper Q.M. Barangay, Baguio City", , ,
01-EC-000051,PARTIDO STATE UNIV.-(LAB. H.S.),DEL,San Juan Bautista st,"Goa, Camarines Sur", , ,public
01-DN-000296,ROOSEVELT COLLEGE-SAN MATEO,DEL,"(Formerly Dona Aurora Mem'l H.S.)P.Ocampo St.,","P. Ocampo St., San Mateo, Rizal", , ,
01-OC-000073,YMCA PRE-SCHOOL,DEL,"Post Office Loop,",Baguio City, , ,
01-OC-000003,BAGUIO CATHEDRAL NURSERY SCHOOL,DEL,"Sangkabalayan Bldg.,Mount Mary ","Baguio Cathedral Loop, Baguio City", ,BAGUIO,
01-EA-000064,ST. MICHAEL ACADEMY,DEL,Iraya Sur,"Oas, Albay",OP-SIENA,,
01-EB-000032,ST. JOHN THE APOSTLE ACA.(E/H),DEL,Villaflores Street,"Labo, Camarines Norte",AMP,Daet,CANAPS
01-NF-000370/01-NF-000371,WESTMINSTER SCHOOL (E/HS),DEL,60-68 H. Lopez Boulevard,"Balut, Tondo, Manila", , ,
01-EC-000062,ROSARY LEARNING CENTER-BAAO,DEL,"19 J. Arroyo St., del Rosario,","Baao, Camarines Sur", ,, 
01-EC-000034,LITTLE THERESE PAROCHIAL SCHOOL,DEL,"Brgy.San Isidro,Pili","Pili, Camarines Sur", , ,
01-EC-000055,PILI PAROCHIAL SCHOOL,DEL,"San Antonio,","Pili, Camarines Sur", ,,Caceres
01-EC-000008,BULA PAROCHIAL SCHOOL,DEL,"St. Mary Magdalene Parish,Bula","Bula, Camarines Sur", ,,CaceresCEACAL
01-EC-000094,GLORIOUS ADONAI LEARNING ACADEMY,DEL,,, , ,
01-OC-000011,BAGUIO CITY SCIENCE FOUNDATION,DEL,"#6 Old Forestry Compound,Engineers Hill",Baguio City, , ,
01-EB-000005/01-EB-000045/01-EB-000048,CAMARINES NORTE STATE,DEL,Aba�o Campus 4600,"Daet, Camarines Norte",, ,
01-EC-000042,NEW ANGLO FILIPINO-CHINESE SCHOOL FDT.,DEL,"(Formerly Libmanan Anglo Chinese),Libod I","Libod I, Libmanan, Camarines Sur", , ,
01-EE-000019,"FATIMA INTEGRATED FARM SCHOOL, INC.",DEL,"Villa Felisima,Brgy. San Agustin,",Iriga City,,,
01-EG-000037,ST. ANTHONY HIGH SCHOOL SEMINARY,DEL,"Pulang Bato, Maligaw",Masbate City,,,
01-EB-000026/01-EB-000027,OUR LADY OF LOURDES COLL. FDTN (E/HS),DEL,"Vinzon's Ave.,","Daet, Camarines Norte", , ,
01-EA-000038,MARIAN FORMATION CENTER-ALBAY,DEL,"Nazareth  Child Formation Center, Panal","Panal, Tabaco, Albay",DM,Legazpi,
01-EC-000067,ST. ANDREW ACADEMY (HS),DEL,,"Sagnay, Camarines Sur",DM,,Caceres
01-EC-000074,ST. JOSEPH ACADEMY OF LIBMANAN,DEL,312 Potot,"Libmanan, Camarines Sur", ,,CNAPS
01-EC-000093,BICOL FOR CHRIST MISSION ACADEMY,DEL,,, , ,
01-EH-000015,KIDDY GARDEN SCHOOL,DEL,"157 Bagumbayan Norte,",Naga City, , ,
01-NG-000111,YOUNG GENIUS LEARNING CENTER,DEL,"(formerly Schola Antipolo Integrated,Inc.)131 Narra cor Champaca St.,","131 Narra cor Champaca St.,Marikina City",,,
01-NF-000277,SAN PABLO APOSTOL LRNG. CTR.- E. JACINTO,DEL,"2210 E. Jacinto St.,","Nepo-Magville, Tondo, Manila",FdCC - Sons ,,MAPSA
01-EB-000025,NEW EVE LEARNING CENTER,DEL,(Formerly Little Sunbeam LC)#2706 Jose Martinez St.,"Daet, Camarines Norte", ,,
01-EH-000016,LITTLE FLOWER N & K SCHOOL,DEL,"#45 Ateneo Ave.,",Naga City,DM,,
01-OC-000049,ST. ELIZABETH MONT. SCHOOL,DEL,"78 Upper General Luna Rd.,",2600 Baguio City,DML, ,
01-OC-000018,CHERUBIM PRE-SCHOOL,DEL,#189 SVP Housing Newsite,"Bakakeng, Baguio City", , ,
01-ED-000004,MARIANNE FORMATION CENTER,DEL,"Caramonan,","Virac, Catanduanes",DM, ,
01-EC-000089,TENDER LEARNING CENTER,DEL,"Dilanco Street,Libod #2","Libmanan, Camarines Sur", , ,
01-EH-000042,YOUNG THINKERSVILLE PRE-SCHOOL,DEL,"B-21 L-45&46 Villa,","Karangahan Subd., Naga City", , ,
01-DN-000434,"SCHOLA ANTIPOLO INTEGRATED, INC.",DEL,,, , ,
01-NC-000066,RIOTUBA NICKLE MININGS CORP.,MAG,"32nd St., NAC Tower","BGC, Taguig City", , ,
01-DK-000036,HOLY INFANT ACADEMY,MAG,"A. Bonifacio St., Ibaba East","Calapan City, Oriental Mindoro", ,APOSTOLIC VICARIATE OF CALAPAN, 
01-DJ-000005,DIVINE WORD COLL. OF SAN JOSE,MAG,"Gen. Lucban St.,","San Jose, Occidental Mindoro",SVD, , 
01-DK-000032/01-DK-000033,GOOD SHEPHERED ACADEMY (E/HS),MAG,"Strong Republic Nautical Highway,Poblacion II","Victoria, Oriental Mindoro", ,APOSTOLIC VICARIATE OF CALAPAN, 
01-DL-000058,PALAWAN STATE UNIV.-(LAB. E/H),MAG,"Tiniguiban,","Puerto Princesa City,", , ,
01-DL-000028/01-DL-000029,HOLY TRINITY COLLEGE (E/HS),MAG,"Quezon St.,",Puerto Princesa City,OP-SIENA,,
01-DL-000056,PALAWAN HOPE CHRISTIAN SCHOOL,MAG,"Manalo Ext.,",Puerto Princesa City, , ,
01-DJ-000029,SEMIRARA SCHOOL,MAG,Divine Word College of San Jose,"San Jose, Occidental Mindoro", , , 
01-DK-000020/01-DK-000021,DIVINE WORD COLL. OF CALAPAN (E/HS),MAG,"Governor Infantado St., Sta.Marica Village","Calapan City, Oriental Mindoro",SVD, , 
01-DI-000005,EDUCATIONAL SYSTEM TECH. INST.,MAG,"D. Reyes St., Murallon,","Boac, Marinduque", , ,
01-DJ-000003,COL. DE SAN SEBASTIAN (E/H),MAG,"Dangeros,","Sablayan, Occidental Mindoro", , , 
01-DK-000030,GLORIA CENTRAL SCHOOL,MAG,"Poblacion,","Gloria, Oriental Mindoro", , ,
01-DK-000073,PUERTO GALERA ACADEMY (E/HS),MAG,Poblacion,"Puerto Galera, Oriental Mindoro", , , 
01-DJ-000025,SAN JOSE ADVENTIST ACADEMY,MAG,"Mariano St., San Roque II,","San Jose, Occidental Mindoro",SDA-LSL, ,
01-DL-000088,WESTERN PHILIPPINES UNIVERSITY,MAG,"WPU, San Juan,","Aborlan, Palawan", , ,
01-DL-000078,ST. AUGUSTINE ACADEMY-(E/HS),MAG,"Coron-Busuanga Rd.,","Coron, Palawan",,,
01-DJ-000001,BETHANY CHRISTIAN LEARNING ACADEMY,MAG,"Bethany Learning Acad.-Labangan, Pob.","San Jose, Occidental Mindoro", , ,
01-DL-000073,SAN FRANCISCO JAVIER COLLEGE,MAG,Lapu-lapu St.,"Narra, Palawan",AR,,
01-DL-000052/01-DL-000053,PALAWAN ADVENTIST ACADEMY (E/HS)-NARRA,MAG,,"Tacras, Narra, Palawan",SDA-LSL, ,
01-DO-000025,VIRGINIA CENTURIONE BRACELLI SCH.,MAG,"Poctoy,","Odiongan, Romblon", , , 
01-DL-000045,LIFE COLLEGE,MAG,"(Life Renewal X'tian Acad.)Junction II,","San Pedro, Puerto Princesa City", , ,
